operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534925,LST0534925,AG01827,LOC0159,Single Family,4,1.5,1523,7287,1939,273800.0,2026-07-31,Active,,,0,0.0,1,No,Yes,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534926,LST0534926,AG02646,LOC0166,Single Family,4,1.0,1166,8537,2018,382400.0,2026-07-31,Active,,,0,0.0,2,No,Yes,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534927,LST0534927,AG00032,LOC0234,Single Family,4,4.5,2280,4996,1946,1152000.0,2026-07-31,Active,,,0,0.0,2,No,No,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534928,LST0534928,AG01793,LOC0036,Single Family,2,1.0,2544,1281,1921,1401400.0,2026-07-31,Active,,,0,0.0,3,No,No,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534929,LST0534929,AG00862,LOC0144,Single Family,6,4.0,2194,2868,1931,455400.0,2026-07-31,Active,,,0,0.0,2,Yes,No,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534930,LST0534930,AG00577,LOC0191,Condo,4,4.5,1730,4582,1980,722600.0,2026-07-31,Active,,,0,233.69,0,No,No,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534931,LST0534931,AG00083,LOC0104,Single Family,2,2.0,909,5541,1929,255800.0,2026-07-31,Active,,,0,0.0,2,No,Yes,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534932,LST0534932,AG01994,LOC0207,Townhouse,5,2.5,997,6552,1923,187800.0,2026-07-31,Active,,,0,431.42,2,No,No,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534933,LST0534933,AG00302,LOC0131,Single Family,3,3.5,616,2299,1972,150600.0,2026-07-31,Active,,,0,0.0,3,No,No,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534934,LST0534934,AG00921,LOC0143,Single Family,6,1.5,2513,5604,1905,355300.0,2026-07-31,Active,,,0,0.0,1,No,Yes,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534935,LST0534935,AG02561,LOC0044,Single Family,3,3.0,1165,3563,1985,473000.0,2026-07-31,Active,,,0,0.0,0,No,Yes,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534936,LST0534936,AG00851,LOC0199,Single Family,5,1.5,1746,4365,1927,1225400.0,2026-07-31,Active,,,0,0.0,0,No,No,2026-07-31,2026-07-31
INSERT,2026-07-31T00:00:00,2026-07-31,PT0534937,LST0534937,AG01816,LOC0023,Townhouse,2,1.5,2601,1036,2018,811200.0,2026-07-31,Active,,,0,386.72,2,No,No,2026-07-31,2026-07-31
