operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554655,LST0554655,AG01682,LOC0132,Condo,3,2.0,1443,4488,1958,347600.0,2026-08-18,Active,,,0,90.02,0,Yes,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554656,LST0554656,AG02766,LOC0059,Apartment,6,2.5,650,0,2011,147900.0,2026-08-18,Active,,,0,644.4,3,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554657,LST0554657,AG02635,LOC0036,Townhouse,4,1.5,2475,1937,1934,1022700.0,2026-08-18,Active,,,0,209.75,2,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554658,LST0554658,AG00867,LOC0009,Single Family,6,2.5,960,5465,1998,119700.0,2026-08-18,Active,,,0,0.0,0,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554659,LST0554659,AG02900,LOC0235,Townhouse,2,3.0,1136,3809,2015,513100.0,2026-08-18,Active,,,0,223.51,1,Yes,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554660,LST0554660,AG00993,LOC0063,Condo,4,4.5,1279,1823,1996,500600.0,2026-08-18,Active,,,0,140.5,0,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554661,LST0554661,AG02131,LOC0041,Townhouse,2,3.0,3069,5694,2004,791700.0,2026-08-18,Active,,,0,648.58,1,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554662,LST0554662,AG01731,LOC0011,Townhouse,1,4.0,2613,2291,1995,1705400.0,2026-08-18,Active,,,0,392.56,3,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554663,LST0554663,AG02979,LOC0134,Condo,1,2.0,1997,1596,1959,878000.0,2026-08-18,Active,,,0,119.67,2,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554664,LST0554664,AG02150,LOC0244,Townhouse,2,1.5,1468,1752,2015,309800.0,2026-08-18,Active,,,0,280.7,0,No,No,2026-08-18,2026-08-18
INSERT,2026-08-18T00:00:00,2026-08-18,PT0554665,LST0554665,AG01893,LOC0224,Townhouse,4,4.0,2418,2809,1983,175100.0,2026-08-18,Active,,,0,521.74,0,No,No,2026-08-18,2026-08-18
