operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549027,LST0549027,AG00667,LOC0071,Multi-Family,4,1.0,650,9722,2019,243900.0,2026-08-13,Active,,,0,0.0,3,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549028,LST0549028,AG01722,LOC0155,Multi-Family,5,3.5,2349,14029,1917,611500.0,2026-08-13,Active,,,0,0.0,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549029,LST0549029,AG01617,LOC0110,Apartment,6,3.0,958,0,1905,218600.0,2026-08-13,Active,,,0,359.95,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549030,LST0549030,AG02621,LOC0111,Condo,5,1.0,2530,2247,1936,304200.0,2026-08-13,Active,,,0,487.15,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549031,LST0549031,AG01128,LOC0009,Townhouse,5,2.5,1116,6079,1955,296800.0,2026-08-13,Active,,,0,473.06,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549032,LST0549032,AG02501,LOC0030,Single Family,5,4.5,2054,1285,1970,805200.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549033,LST0549033,AG00442,LOC0044,Land,0,0.0,6024,17580,1913,3105600.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549034,LST0549034,AG00408,LOC0028,Townhouse,3,4.0,2531,5492,1926,142500.0,2026-08-13,Active,,,0,534.52,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549035,LST0549035,AG01053,LOC0043,Apartment,6,4.5,837,0,1986,121800.0,2026-08-13,Active,,,0,149.3,1,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549036,LST0549036,AG01116,LOC0099,Single Family,2,1.0,1978,7482,1926,712800.0,2026-08-13,Active,,,0,0.0,1,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549037,LST0549037,AG00850,LOC0013,Apartment,5,1.0,793,0,2018,149500.0,2026-08-13,Active,,,0,708.48,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549038,LST0549038,AG01785,LOC0144,Land,0,0.0,4262,3659,1931,1093700.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549039,LST0549039,AG02280,LOC0153,Single Family,5,4.5,2007,1006,1967,813200.0,2026-08-13,Active,,,0,0.0,3,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549040,LST0549040,AG02798,LOC0227,Single Family,3,1.0,1077,1434,1998,297900.0,2026-08-13,Active,,,0,0.0,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549041,LST0549041,AG02147,LOC0106,Condo,2,2.0,626,6991,1987,214100.0,2026-08-13,Active,,,0,761.45,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549042,LST0549042,AG00190,LOC0001,Townhouse,6,4.5,1305,1061,1937,136700.0,2026-08-13,Active,,,0,477.2,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549043,LST0549043,AG02477,LOC0046,Condo,5,2.5,1157,10607,1924,236100.0,2026-08-13,Active,,,0,703.94,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549044,LST0549044,AG01044,LOC0239,Single Family,3,1.0,1653,4682,1935,467800.0,2026-08-13,Active,,,0,0.0,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549045,LST0549045,AG00339,LOC0126,Single Family,6,2.0,1519,2273,1977,379100.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549046,LST0549046,AG02586,LOC0055,Single Family,6,3.5,1512,9937,1954,354400.0,2026-08-13,Active,,,0,0.0,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549047,LST0549047,AG02707,LOC0234,Single Family,1,2.5,2192,3356,2010,1413300.0,2026-08-13,Active,,,0,0.0,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549048,LST0549048,AG01406,LOC0057,Townhouse,6,3.5,1219,1637,1932,442500.0,2026-08-13,Active,,,0,502.41,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549049,LST0549049,AG02027,LOC0022,Single Family,5,4.5,2466,1422,1934,1154300.0,2026-08-13,Active,,,0,0.0,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549050,LST0549050,AG01817,LOC0177,Multi-Family,5,3.0,2500,1254,1951,980600.0,2026-08-13,Active,,,0,0.0,0,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549051,LST0549051,AG02547,LOC0120,Apartment,2,3.0,514,0,1981,195200.0,2026-08-13,Active,,,0,654.73,1,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549052,LST0549052,AG01685,LOC0198,Townhouse,4,4.5,2009,2087,2019,207500.0,2026-08-13,Active,,,0,232.32,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549053,LST0549053,AG00794,LOC0052,Townhouse,2,3.5,1789,9364,1954,522500.0,2026-08-13,Active,,,0,749.32,3,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549054,LST0549054,AG02041,LOC0141,Single Family,3,3.0,3831,3703,1995,735000.0,2026-08-13,Active,,,0,0.0,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549055,LST0549055,AG02829,LOC0244,Single Family,4,3.5,2359,2035,1989,283400.0,2026-08-13,Active,,,0,0.0,2,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549056,LST0549056,AG01136,LOC0087,Apartment,2,3.5,2034,0,1985,391700.0,2026-08-13,Active,,,0,375.44,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549057,LST0549057,AG01695,LOC0239,Single Family,4,2.5,2040,1877,1927,348100.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549058,LST0549058,AG02940,LOC0217,Single Family,6,4.5,2371,6600,1997,476100.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549059,LST0549059,AG02044,LOC0230,Single Family,3,2.0,1511,1842,1995,468400.0,2026-08-13,Active,,,0,0.0,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549060,LST0549060,AG01781,LOC0250,Townhouse,5,4.5,2133,1354,1908,760400.0,2026-08-13,Active,,,0,472.93,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549061,LST0549061,AG02596,LOC0054,Multi-Family,1,2.5,4766,2981,1915,1153600.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549062,LST0549062,AG00944,LOC0149,Single Family,2,4.5,3038,1490,1962,667000.0,2026-08-13,Active,,,0,0.0,2,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549063,LST0549063,AG01532,LOC0144,Apartment,4,1.5,1664,0,1951,393900.0,2026-08-13,Active,,,0,484.7,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549064,LST0549064,AG01293,LOC0063,Single Family,2,1.0,901,2277,1939,317100.0,2026-08-13,Active,,,0,0.0,3,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549065,LST0549065,AG01630,LOC0031,Single Family,1,4.5,844,5815,1980,297600.0,2026-08-13,Active,,,0,0.0,1,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549066,LST0549066,AG02334,LOC0024,Single Family,2,1.0,2465,4015,1975,611300.0,2026-08-13,Active,,,0,0.0,2,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549067,LST0549067,AG02114,LOC0013,Condo,1,3.5,2256,2979,1938,556600.0,2026-08-13,Active,,,0,563.22,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549068,LST0549068,AG02352,LOC0136,Single Family,3,1.5,1261,7813,1918,272400.0,2026-08-13,Active,,,0,0.0,1,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549069,LST0549069,AG00417,LOC0238,Single Family,5,2.0,1108,28286,1926,132400.0,2026-08-13,Active,,,0,0.0,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549070,LST0549070,AG02741,LOC0091,Townhouse,2,4.5,2886,4413,1955,643600.0,2026-08-13,Active,,,0,566.56,0,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549071,LST0549071,AG01137,LOC0130,Condo,1,1.5,1486,9136,1993,411100.0,2026-08-13,Active,,,0,477.82,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549072,LST0549072,AG02899,LOC0077,Condo,3,2.5,1004,2843,2025,165800.0,2026-08-13,Active,,,0,649.19,0,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549073,LST0549073,AG01125,LOC0107,Condo,4,2.5,1621,1745,1992,616400.0,2026-08-13,Active,,,0,506.55,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549074,LST0549074,AG00877,LOC0089,Single Family,3,1.5,2071,2082,1945,746300.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549075,LST0549075,AG00823,LOC0056,Condo,4,4.0,2141,8801,1990,992200.0,2026-08-13,Active,,,0,165.33,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549076,LST0549076,AG00648,LOC0123,Single Family,2,3.5,757,3178,1995,263500.0,2026-08-13,Active,,,0,0.0,0,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549077,LST0549077,AG01141,LOC0140,Condo,2,2.5,762,6378,1938,546300.0,2026-08-13,Active,,,0,297.08,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549078,LST0549078,AG00692,LOC0034,Single Family,6,3.5,1372,2545,2016,784600.0,2026-08-13,Active,,,0,0.0,1,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549079,LST0549079,AG02308,LOC0243,Condo,1,1.5,1982,7698,1937,1518800.0,2026-08-13,Active,,,0,195.43,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549080,LST0549080,AG00398,LOC0230,Townhouse,4,4.0,2531,3532,1957,1182600.0,2026-08-13,Active,,,0,525.55,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549081,LST0549081,AG00833,LOC0234,Townhouse,6,2.5,1017,4269,1904,472600.0,2026-08-13,Active,,,0,115.43,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549082,LST0549082,AG01307,LOC0087,Condo,5,2.5,2338,7820,1979,705300.0,2026-08-13,Active,,,0,218.04,1,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549083,LST0549083,AG02765,LOC0044,Single Family,5,4.5,1908,1555,1901,735200.0,2026-08-13,Active,,,0,0.0,1,Yes,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549084,LST0549084,AG00826,LOC0052,Single Family,6,2.5,868,2843,1952,166600.0,2026-08-13,Active,,,0,0.0,0,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549085,LST0549085,AG01324,LOC0019,Apartment,5,4.0,612,0,1978,145700.0,2026-08-13,Active,,,0,753.94,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549086,LST0549086,AG01509,LOC0007,Land,0,0.0,6510,1745,1947,1100600.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549087,LST0549087,AG02073,LOC0055,Single Family,2,3.5,665,5604,1951,136200.0,2026-08-13,Active,,,0,0.0,3,Yes,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549088,LST0549088,AG00468,LOC0048,Condo,2,2.5,981,2059,1935,319100.0,2026-08-13,Active,,,0,505.9,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549089,LST0549089,AG00838,LOC0052,Single Family,2,4.0,1356,5697,2018,201900.0,2026-08-13,Active,,,0,0.0,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549090,LST0549090,AG00913,LOC0211,Townhouse,2,3.5,970,11638,1979,418400.0,2026-08-13,Active,,,0,288.02,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549091,LST0549091,AG02632,LOC0196,Single Family,3,2.0,1787,8134,1913,702900.0,2026-08-13,Active,,,0,0.0,2,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549092,LST0549092,AG00679,LOC0164,Townhouse,4,3.5,1449,7902,1909,359100.0,2026-08-13,Active,,,0,661.81,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549093,LST0549093,AG00199,LOC0194,Multi-Family,1,3.0,3249,9442,1935,449300.0,2026-08-13,Active,,,0,0.0,2,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549094,LST0549094,AG00108,LOC0249,Single Family,6,3.5,2250,4270,1915,431400.0,2026-08-13,Active,,,0,0.0,3,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549095,LST0549095,AG01066,LOC0182,Multi-Family,3,2.5,4183,10722,1997,2169100.0,2026-08-13,Active,,,0,0.0,3,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549096,LST0549096,AG01306,LOC0045,Land,0,0.0,5293,1145,1915,2631100.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549097,LST0549097,AG00673,LOC0246,Multi-Family,1,1.0,2218,9401,2018,607800.0,2026-08-13,Active,,,0,0.0,2,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549098,LST0549098,AG02280,LOC0148,Single Family,6,1.0,2656,2341,1904,755200.0,2026-08-13,Active,,,0,0.0,0,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549099,LST0549099,AG00657,LOC0130,Land,0,0.0,900,2302,2007,190800.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549100,LST0549100,AG02301,LOC0227,Multi-Family,3,3.0,5421,5341,1922,1455700.0,2026-08-13,Active,,,0,0.0,1,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549101,LST0549101,AG02856,LOC0067,Townhouse,1,1.0,2161,4896,1992,341100.0,2026-08-13,Active,,,0,327.75,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549102,LST0549102,AG00508,LOC0164,Single Family,4,1.0,2339,7656,1996,574000.0,2026-08-13,Active,,,0,0.0,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549103,LST0549103,AG01402,LOC0076,Townhouse,3,3.0,1186,4762,1912,206900.0,2026-08-13,Active,,,0,103.87,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549104,LST0549104,AG00518,LOC0098,Condo,2,2.5,2057,5011,2006,556500.0,2026-08-13,Active,,,0,563.9,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549105,LST0549105,AG02145,LOC0207,Condo,1,4.0,582,3461,1994,88700.0,2026-08-13,Active,,,0,135.9,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549106,LST0549106,AG00018,LOC0196,Single Family,4,1.0,1697,1087,2020,349500.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549107,LST0549107,AG01814,LOC0069,Single Family,2,4.5,2217,5339,1999,752300.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549108,LST0549108,AG01153,LOC0028,Condo,4,2.0,1323,1867,1951,157300.0,2026-08-13,Active,,,0,471.37,1,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549109,LST0549109,AG01917,LOC0186,Condo,1,4.5,2468,11192,1932,744100.0,2026-08-13,Active,,,0,659.03,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549110,LST0549110,AG02863,LOC0111,Townhouse,6,1.5,3313,8639,1959,269000.0,2026-08-13,Active,,,0,798.18,0,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549111,LST0549111,AG00935,LOC0162,Condo,2,4.5,1528,7938,1930,192300.0,2026-08-13,Active,,,0,212.18,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549112,LST0549112,AG00746,LOC0115,Single Family,3,1.5,1897,4028,1969,617600.0,2026-08-13,Active,,,0,0.0,1,Yes,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549113,LST0549113,AG01790,LOC0223,Single Family,3,4.0,1373,13568,1903,890700.0,2026-08-13,Active,,,0,0.0,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549114,LST0549114,AG01110,LOC0164,Single Family,6,4.5,3563,5926,1965,437000.0,2026-08-13,Active,,,0,0.0,2,Yes,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549115,LST0549115,AG01364,LOC0163,Single Family,1,1.0,1956,17078,2023,518500.0,2026-08-13,Active,,,0,0.0,0,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549116,LST0549116,AG00084,LOC0167,Townhouse,5,4.0,2013,11515,1946,452800.0,2026-08-13,Active,,,0,105.68,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549117,LST0549117,AG00927,LOC0204,Single Family,6,2.0,1611,1875,1962,1010600.0,2026-08-13,Active,,,0,0.0,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549118,LST0549118,AG02865,LOC0119,Multi-Family,3,2.0,3911,5475,1995,1516600.0,2026-08-13,Active,,,0,0.0,1,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549119,LST0549119,AG02328,LOC0041,Multi-Family,5,2.5,4673,2178,1961,1310500.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549120,LST0549120,AG00119,LOC0022,Condo,1,3.5,1116,3586,1900,507700.0,2026-08-13,Active,,,0,480.39,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549121,LST0549121,AG02056,LOC0225,Single Family,3,2.5,1740,11966,1937,564400.0,2026-08-13,Active,,,0,0.0,1,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549122,LST0549122,AG01974,LOC0163,Single Family,1,3.5,722,2524,1997,453500.0,2026-08-13,Active,,,0,0.0,3,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549123,LST0549123,AG01644,LOC0023,Single Family,5,2.0,2251,1940,1999,585700.0,2026-08-13,Active,,,0,0.0,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549124,LST0549124,AG00974,LOC0085,Single Family,6,1.0,1944,1523,1937,286600.0,2026-08-13,Active,,,0,0.0,3,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549125,LST0549125,AG00312,LOC0119,Single Family,5,2.5,1473,14881,2015,763900.0,2026-08-13,Active,,,0,0.0,3,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549126,LST0549126,AG02272,LOC0139,Single Family,6,1.0,2939,15973,1985,1684900.0,2026-08-13,Active,,,0,0.0,0,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549127,LST0549127,AG01047,LOC0092,Single Family,4,3.5,1422,6098,1916,175500.0,2026-08-13,Active,,,0,0.0,2,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549128,LST0549128,AG02758,LOC0201,Townhouse,3,3.0,747,15603,2014,143400.0,2026-08-13,Active,,,0,260.47,3,No,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549129,LST0549129,AG00154,LOC0118,Townhouse,5,2.5,3148,1199,1983,264000.0,2026-08-13,Active,,,0,574.9,3,Yes,No,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549130,LST0549130,AG02463,LOC0104,Single Family,5,2.5,1885,1026,1921,588500.0,2026-08-13,Active,,,0,0.0,1,No,Yes,2026-08-13,2026-08-13
INSERT,2026-08-13T00:00:00,2026-08-13,PT0549131,LST0549131,AG01817,LOC0139,Condo,4,1.0,326,4356,1997,140100.0,2026-08-13,Active,,,0,383.54,2,Yes,No,2026-08-13,2026-08-13
