operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560396,LST0560396,AG00364,LOC0044,Single Family,6,1.5,2738,7214,1936,1153000.0,2026-08-23,Active,,,0,0.0,0,No,No,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560397,LST0560397,AG02815,LOC0145,Multi-Family,6,3.0,5803,5234,2017,1445900.0,2026-08-23,Active,,,0,0.0,2,No,No,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560398,LST0560398,AG02969,LOC0178,Single Family,3,3.5,1722,3646,1956,309300.0,2026-08-23,Active,,,0,0.0,2,No,Yes,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560399,LST0560399,AG02733,LOC0088,Townhouse,4,1.0,1899,2876,1958,292500.0,2026-08-23,Active,,,0,363.37,1,Yes,No,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560400,LST0560400,AG02726,LOC0104,Condo,5,1.5,1813,1774,1947,817500.0,2026-08-23,Active,,,0,714.15,3,No,No,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560401,LST0560401,AG00205,LOC0110,Single Family,6,3.5,2405,7180,1967,630100.0,2026-08-23,Active,,,0,0.0,1,No,Yes,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560402,LST0560402,AG01880,LOC0087,Single Family,6,1.5,1935,6007,1970,1065900.0,2026-08-23,Active,,,0,0.0,3,Yes,No,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560403,LST0560403,AG02660,LOC0239,Single Family,1,4.5,1783,8306,2007,308600.0,2026-08-23,Active,,,0,0.0,0,No,No,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560404,LST0560404,AG00436,LOC0148,Single Family,1,1.0,1206,1652,1920,259400.0,2026-08-23,Active,,,0,0.0,2,No,Yes,2026-08-23,2026-08-23
INSERT,2026-08-23T00:00:00,2026-08-23,PT0560405,LST0560405,AG00582,LOC0216,Single Family,4,3.5,2590,3237,1911,338100.0,2026-08-23,Active,,,0,0.0,1,No,Yes,2026-08-23,2026-08-23
