operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562767,LST0562767,AG01394,LOC0051,Multi-Family,2,4.5,4852,1926,1972,598000.0,2026-08-25,Active,,,0,0.0,1,No,Yes,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562768,LST0562768,AG02052,LOC0009,Condo,2,4.5,1629,9090,1902,472600.0,2026-08-25,Active,,,0,241.05,0,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562769,LST0562769,AG01538,LOC0131,Land,0,0.0,5996,6034,1975,1790200.0,2026-08-25,Active,,,0,0.0,0,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562770,LST0562770,AG01769,LOC0156,Single Family,6,1.0,2094,4479,2010,1111500.0,2026-08-25,Active,,,0,0.0,0,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562771,LST0562771,AG02795,LOC0045,Condo,3,4.0,2839,4258,2019,1249100.0,2026-08-25,Active,,,0,752.2,1,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562772,LST0562772,AG01526,LOC0141,Apartment,3,4.5,1531,0,1979,494900.0,2026-08-25,Active,,,0,544.96,3,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562773,LST0562773,AG00740,LOC0004,Single Family,3,4.0,1650,1747,1995,163500.0,2026-08-25,Active,,,0,0.0,3,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562774,LST0562774,AG00214,LOC0194,Apartment,1,3.0,898,0,1999,366200.0,2026-08-25,Active,,,0,642.66,2,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562775,LST0562775,AG00739,LOC0218,Condo,4,2.5,1702,2821,1923,277400.0,2026-08-25,Active,,,0,667.55,0,No,No,2026-08-25,2026-08-25
INSERT,2026-08-25T00:00:00,2026-08-25,PT0562776,LST0562776,AG00733,LOC0046,Townhouse,6,2.0,484,2981,1954,124800.0,2026-08-25,Active,,,0,672.13,1,Yes,No,2026-08-25,2026-08-25
