operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559478,LST0559478,AG00146,LOC0212,Single Family,2,1.5,2320,12971,1953,1011100.0,2026-08-22,Active,,,0,0.0,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559479,LST0559479,AG01182,LOC0231,Single Family,2,4.5,300,3477,2009,52800.0,2026-08-22,Active,,,0,0.0,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559480,LST0559480,AG02603,LOC0136,Single Family,2,4.5,1736,8520,1927,208400.0,2026-08-22,Active,,,0,0.0,3,No,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559481,LST0559481,AG01600,LOC0091,Multi-Family,5,3.5,4496,1798,1959,941100.0,2026-08-22,Active,,,0,0.0,0,No,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559482,LST0559482,AG01564,LOC0247,Single Family,5,2.0,1723,8888,1910,424900.0,2026-08-22,Active,,,0,0.0,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559483,LST0559483,AG01002,LOC0055,Condo,1,1.0,1345,1264,1915,172900.0,2026-08-22,Active,,,0,633.11,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559484,LST0559484,AG01469,LOC0151,Condo,1,2.5,1993,1792,1952,177900.0,2026-08-22,Active,,,0,273.86,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559485,LST0559485,AG02348,LOC0136,Condo,1,3.0,1354,5436,2002,464400.0,2026-08-22,Active,,,0,353.64,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559486,LST0559486,AG00653,LOC0191,Single Family,3,4.0,3010,4667,2024,290200.0,2026-08-22,Active,,,0,0.0,2,No,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559487,LST0559487,AG00954,LOC0165,Single Family,2,1.0,2211,1263,2022,1202200.0,2026-08-22,Active,,,0,0.0,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559488,LST0559488,AG01594,LOC0149,Single Family,4,4.5,1286,10477,1906,209100.0,2026-08-22,Active,,,0,0.0,2,Yes,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559489,LST0559489,AG01948,LOC0109,Condo,6,1.0,2681,8346,1980,1681300.0,2026-08-22,Active,,,0,97.12,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559490,LST0559490,AG00906,LOC0180,Condo,4,1.5,3588,6265,2001,1451400.0,2026-08-22,Active,,,0,614.89,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559491,LST0559491,AG00737,LOC0161,Single Family,5,3.0,538,13513,1998,199700.0,2026-08-22,Active,,,0,0.0,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559492,LST0559492,AG02878,LOC0185,Single Family,4,2.5,2596,3990,1974,781700.0,2026-08-22,Active,,,0,0.0,3,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559493,LST0559493,AG00568,LOC0083,Apartment,3,2.0,1338,0,1983,435000.0,2026-08-22,Active,,,0,204.95,0,Yes,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559494,LST0559494,AG01671,LOC0071,Condo,5,1.5,1685,2078,1950,394100.0,2026-08-22,Active,,,0,54.3,2,Yes,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559495,LST0559495,AG02186,LOC0231,Townhouse,2,2.5,1577,4761,2010,293700.0,2026-08-22,Active,,,0,297.63,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559496,LST0559496,AG00774,LOC0062,Single Family,6,4.5,2909,1563,1968,522200.0,2026-08-22,Active,,,0,0.0,3,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559497,LST0559497,AG01689,LOC0079,Townhouse,6,1.5,982,7263,1936,249300.0,2026-08-22,Active,,,0,699.85,3,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559498,LST0559498,AG01627,LOC0021,Single Family,3,4.5,2872,22671,1928,526700.0,2026-08-22,Active,,,0,0.0,3,No,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559499,LST0559499,AG02589,LOC0026,Single Family,2,2.5,2420,9220,2024,1187400.0,2026-08-22,Active,,,0,0.0,3,No,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559500,LST0559500,AG00740,LOC0083,Single Family,1,3.0,2158,2426,1907,800200.0,2026-08-22,Active,,,0,0.0,3,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559501,LST0559501,AG02969,LOC0154,Townhouse,5,4.0,2147,9146,1938,468600.0,2026-08-22,Active,,,0,274.84,0,Yes,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559502,LST0559502,AG00463,LOC0143,Multi-Family,5,2.5,1825,9842,1935,224200.0,2026-08-22,Active,,,0,0.0,0,Yes,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559503,LST0559503,AG00852,LOC0105,Townhouse,4,3.5,899,5739,2012,195500.0,2026-08-22,Active,,,0,645.14,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559504,LST0559504,AG01357,LOC0020,Single Family,3,3.0,1800,12149,1959,617100.0,2026-08-22,Active,,,0,0.0,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559505,LST0559505,AG02548,LOC0026,Condo,5,2.0,1454,6184,2016,466200.0,2026-08-22,Active,,,0,558.23,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559506,LST0559506,AG01557,LOC0215,Single Family,4,4.0,1847,6352,1931,789500.0,2026-08-22,Active,,,0,0.0,0,Yes,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559507,LST0559507,AG01561,LOC0107,Single Family,6,3.0,2423,15578,1953,484000.0,2026-08-22,Active,,,0,0.0,3,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559508,LST0559508,AG02050,LOC0241,Single Family,3,1.0,1105,4127,1923,122600.0,2026-08-22,Active,,,0,0.0,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559509,LST0559509,AG00632,LOC0009,Condo,6,1.0,2350,3845,1921,700100.0,2026-08-22,Active,,,0,195.01,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559510,LST0559510,AG02938,LOC0110,Condo,3,2.5,2466,2537,1917,249400.0,2026-08-22,Active,,,0,138.57,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559511,LST0559511,AG01248,LOC0239,Single Family,4,4.5,2056,2156,1919,623000.0,2026-08-22,Active,,,0,0.0,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559512,LST0559512,AG02750,LOC0108,Single Family,4,4.5,2479,2299,2001,473300.0,2026-08-22,Active,,,0,0.0,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559513,LST0559513,AG00369,LOC0206,Condo,1,2.0,2219,13551,1995,517600.0,2026-08-22,Active,,,0,216.64,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559514,LST0559514,AG01611,LOC0062,Townhouse,2,3.0,1683,5184,1930,496300.0,2026-08-22,Active,,,0,499.01,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559515,LST0559515,AG02654,LOC0108,Single Family,6,4.5,2392,4307,1907,206800.0,2026-08-22,Active,,,0,0.0,1,No,Yes,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559516,LST0559516,AG01598,LOC0022,Condo,2,4.0,843,2518,1917,172600.0,2026-08-22,Active,,,0,429.71,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559517,LST0559517,AG01975,LOC0192,Apartment,2,2.5,1086,0,2023,325000.0,2026-08-22,Active,,,0,253.24,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559518,LST0559518,AG00867,LOC0020,Single Family,6,1.0,531,6429,1987,88200.0,2026-08-22,Active,,,0,0.0,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559519,LST0559519,AG00031,LOC0181,Condo,6,1.5,1482,3397,1994,478800.0,2026-08-22,Active,,,0,194.18,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559520,LST0559520,AG01820,LOC0089,Condo,4,2.5,2277,1085,1980,962300.0,2026-08-22,Active,,,0,486.13,3,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559521,LST0559521,AG02782,LOC0077,Apartment,4,1.5,1211,0,1988,291100.0,2026-08-22,Active,,,0,121.72,3,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559522,LST0559522,AG00362,LOC0187,Condo,1,4.5,1529,12191,1993,406000.0,2026-08-22,Active,,,0,738.82,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559523,LST0559523,AG02284,LOC0181,Single Family,2,2.0,1813,9263,1965,633300.0,2026-08-22,Active,,,0,0.0,2,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559524,LST0559524,AG00521,LOC0207,Townhouse,6,3.0,2780,5858,1928,443200.0,2026-08-22,Active,,,0,86.94,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559525,LST0559525,AG02020,LOC0197,Apartment,2,4.5,1309,0,1988,620600.0,2026-08-22,Active,,,0,143.11,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559526,LST0559526,AG00675,LOC0160,Land,0,0.0,3950,3906,1976,851100.0,2026-08-22,Active,,,0,0.0,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559527,LST0559527,AG01464,LOC0173,Condo,4,1.0,1665,1021,1915,663500.0,2026-08-22,Active,,,0,264.58,1,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559528,LST0559528,AG02411,LOC0060,Condo,3,3.0,1447,5666,2021,140000.0,2026-08-22,Active,,,0,587.67,0,No,No,2026-08-22,2026-08-22
INSERT,2026-08-22T00:00:00,2026-08-22,PT0559529,LST0559529,AG01411,LOC0080,Single Family,2,1.0,1279,5328,1962,489300.0,2026-08-22,Active,,,0,0.0,3,Yes,Yes,2026-08-22,2026-08-22
