operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531102,LST0531102,AG00945,LOC0061,Multi-Family,3,2.0,3286,1161,1931,268300.0,2026-07-28,Active,,,0,0.0,1,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531103,LST0531103,AG02670,LOC0137,Condo,4,2.5,1354,2036,1939,569800.0,2026-07-28,Active,,,0,65.13,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531104,LST0531104,AG00060,LOC0101,Condo,5,3.5,983,1396,1917,106000.0,2026-07-28,Active,,,0,261.21,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531105,LST0531105,AG02026,LOC0136,Condo,1,4.5,2316,4369,1956,702200.0,2026-07-28,Active,,,0,186.75,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531106,LST0531106,AG01618,LOC0004,Single Family,6,3.5,2824,4581,2008,372400.0,2026-07-28,Active,,,0,0.0,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531107,LST0531107,AG02735,LOC0004,Single Family,1,4.5,2346,5983,1926,170700.0,2026-07-28,Active,,,0,0.0,2,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531108,LST0531108,AG02714,LOC0013,Multi-Family,1,4.5,4364,4486,1964,442400.0,2026-07-28,Active,,,0,0.0,3,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531109,LST0531109,AG00094,LOC0088,Townhouse,6,4.0,2313,5784,1973,335700.0,2026-07-28,Active,,,0,601.92,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531110,LST0531110,AG01582,LOC0006,Single Family,3,3.0,3104,3252,1932,293200.0,2026-07-28,Active,,,0,0.0,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531111,LST0531111,AG02648,LOC0122,Single Family,1,4.5,2932,1611,2018,556800.0,2026-07-28,Active,,,0,0.0,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531112,LST0531112,AG01967,LOC0045,Single Family,4,1.5,1496,13832,1995,435800.0,2026-07-28,Active,,,0,0.0,0,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531113,LST0531113,AG00152,LOC0139,Multi-Family,6,1.5,2658,6394,1906,697000.0,2026-07-28,Active,,,0,0.0,1,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531114,LST0531114,AG00986,LOC0019,Multi-Family,1,4.0,4553,4610,1970,303200.0,2026-07-28,Active,,,0,0.0,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531115,LST0531115,AG00366,LOC0027,Townhouse,2,3.5,2876,1361,1970,539400.0,2026-07-28,Active,,,0,100.73,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531116,LST0531116,AG01326,LOC0184,Townhouse,6,2.5,580,6227,2002,293100.0,2026-07-28,Active,,,0,323.95,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531117,LST0531117,AG00946,LOC0199,Single Family,6,1.5,2063,2954,1931,486000.0,2026-07-28,Active,,,0,0.0,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531118,LST0531118,AG01885,LOC0197,Condo,6,2.5,1818,12547,1995,983900.0,2026-07-28,Active,,,0,324.28,3,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531119,LST0531119,AG02361,LOC0194,Townhouse,3,2.0,2393,2149,1910,940600.0,2026-07-28,Active,,,0,62.52,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531120,LST0531120,AG02890,LOC0047,Condo,2,3.0,2624,2081,1950,876600.0,2026-07-28,Active,,,0,76.78,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531121,LST0531121,AG02086,LOC0193,Single Family,1,1.5,2364,6377,1922,630900.0,2026-07-28,Active,,,0,0.0,1,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531122,LST0531122,AG00231,LOC0068,Single Family,4,4.5,1991,18597,1925,656100.0,2026-07-28,Active,,,0,0.0,1,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531123,LST0531123,AG02444,LOC0092,Land,0,0.0,4272,13768,1942,731000.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531124,LST0531124,AG02584,LOC0129,Single Family,6,2.5,1088,19143,1985,374200.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531125,LST0531125,AG00634,LOC0027,Condo,6,1.5,1851,5120,1965,508700.0,2026-07-28,Active,,,0,514.62,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531126,LST0531126,AG01575,LOC0033,Single Family,2,4.0,2782,2763,2025,1146200.0,2026-07-28,Active,,,0,0.0,2,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531127,LST0531127,AG02208,LOC0035,Condo,1,2.5,1027,4059,1950,303300.0,2026-07-28,Active,,,0,349.45,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531128,LST0531128,AG02335,LOC0048,Condo,6,4.5,2254,4148,1977,541300.0,2026-07-28,Active,,,0,569.25,0,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531129,LST0531129,AG00528,LOC0176,Townhouse,5,2.0,2086,1580,1943,412400.0,2026-07-28,Active,,,0,119.48,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531130,LST0531130,AG02772,LOC0192,Single Family,6,3.5,943,6433,2010,242900.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531131,LST0531131,AG01997,LOC0098,Condo,1,4.5,1373,24703,1902,473600.0,2026-07-28,Active,,,0,304.81,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531132,LST0531132,AG02701,LOC0159,Condo,6,2.5,2087,1552,1920,409100.0,2026-07-28,Active,,,0,608.07,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531133,LST0531133,AG00642,LOC0234,Single Family,6,2.5,2467,4119,2000,1177600.0,2026-07-28,Active,,,0,0.0,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531134,LST0531134,AG00396,LOC0238,Single Family,5,4.5,300,3336,1977,64700.0,2026-07-28,Active,,,0,0.0,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531135,LST0531135,AG01930,LOC0228,Single Family,5,3.0,2029,7577,1924,561900.0,2026-07-28,Active,,,0,0.0,2,Yes,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531136,LST0531136,AG00959,LOC0050,Land,0,0.0,3741,1643,2020,876000.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531137,LST0531137,AG01294,LOC0147,Single Family,3,3.0,809,8361,1953,168500.0,2026-07-28,Active,,,0,0.0,2,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531138,LST0531138,AG01468,LOC0154,Condo,1,3.0,1295,1172,1997,101400.0,2026-07-28,Active,,,0,395.89,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531139,LST0531139,AG01661,LOC0132,Condo,1,4.0,2691,4521,1986,600500.0,2026-07-28,Active,,,0,437.34,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531140,LST0531140,AG02951,LOC0176,Single Family,5,2.0,1761,12363,1939,811800.0,2026-07-28,Active,,,0,0.0,0,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531141,LST0531141,AG02632,LOC0165,Multi-Family,3,1.0,2900,1306,1965,938100.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531142,LST0531142,AG01947,LOC0239,Condo,6,3.0,1586,13017,2020,577700.0,2026-07-28,Active,,,0,276.24,1,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531143,LST0531143,AG02679,LOC0044,Single Family,5,1.5,599,4837,1936,127300.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531144,LST0531144,AG02091,LOC0098,Land,0,0.0,4493,1309,1980,767300.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531145,LST0531145,AG02126,LOC0175,Single Family,1,1.5,896,11406,2023,235400.0,2026-07-28,Active,,,0,0.0,2,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531146,LST0531146,AG01250,LOC0102,Single Family,1,3.0,2734,4225,1944,342200.0,2026-07-28,Active,,,0,0.0,1,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531147,LST0531147,AG01777,LOC0246,Single Family,4,2.0,700,8470,1946,73900.0,2026-07-28,Active,,,0,0.0,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531148,LST0531148,AG01520,LOC0208,Single Family,5,3.0,1484,9367,2025,284700.0,2026-07-28,Active,,,0,0.0,1,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531149,LST0531149,AG01488,LOC0211,Condo,1,2.5,2025,4164,1933,1080500.0,2026-07-28,Active,,,0,779.89,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531150,LST0531150,AG01366,LOC0177,Condo,6,3.0,1877,4929,1995,659000.0,2026-07-28,Active,,,0,437.5,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531151,LST0531151,AG02910,LOC0239,Condo,6,4.0,2229,6018,1992,495100.0,2026-07-28,Active,,,0,447.76,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531152,LST0531152,AG00602,LOC0023,Single Family,6,4.5,1621,1382,1956,441700.0,2026-07-28,Active,,,0,0.0,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531153,LST0531153,AG00699,LOC0160,Apartment,1,3.0,1400,0,1981,464500.0,2026-07-28,Active,,,0,735.11,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531154,LST0531154,AG01676,LOC0091,Townhouse,4,2.5,1572,3835,2005,556800.0,2026-07-28,Active,,,0,490.32,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531155,LST0531155,AG01455,LOC0066,Townhouse,3,4.5,1357,2545,1949,165600.0,2026-07-28,Active,,,0,508.94,0,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531156,LST0531156,AG02847,LOC0014,Townhouse,5,2.5,1370,7106,2019,238000.0,2026-07-28,Active,,,0,84.74,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531157,LST0531157,AG00621,LOC0223,Single Family,4,4.0,435,1918,1919,148300.0,2026-07-28,Active,,,0,0.0,0,Yes,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531158,LST0531158,AG00374,LOC0160,Land,0,0.0,8636,2900,1935,3007900.0,2026-07-28,Active,,,0,0.0,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531159,LST0531159,AG02928,LOC0237,Condo,3,3.5,1218,1369,2019,314000.0,2026-07-28,Active,,,0,62.83,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531160,LST0531160,AG01284,LOC0241,Single Family,5,3.5,1136,19643,1909,117700.0,2026-07-28,Active,,,0,0.0,1,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531161,LST0531161,AG02118,LOC0005,Multi-Family,3,4.0,3168,2810,1984,1242600.0,2026-07-28,Active,,,0,0.0,1,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531162,LST0531162,AG01763,LOC0081,Townhouse,4,3.5,2540,4999,1980,1162000.0,2026-07-28,Active,,,0,690.7,1,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531163,LST0531163,AG01078,LOC0018,Multi-Family,2,4.0,2611,14442,1913,857000.0,2026-07-28,Active,,,0,0.0,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531164,LST0531164,AG02312,LOC0237,Condo,6,3.0,3464,1597,1950,1266200.0,2026-07-28,Active,,,0,178.03,3,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531165,LST0531165,AG02138,LOC0006,Apartment,6,2.0,1115,0,2005,181100.0,2026-07-28,Active,,,0,105.61,0,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531166,LST0531166,AG00592,LOC0127,Townhouse,1,1.0,1414,3126,2011,623600.0,2026-07-28,Active,,,0,370.88,1,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531167,LST0531167,AG00390,LOC0115,Single Family,3,4.0,1403,8684,1991,316300.0,2026-07-28,Active,,,0,0.0,3,No,Yes,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531168,LST0531168,AG00497,LOC0169,Apartment,2,4.0,527,0,1970,89200.0,2026-07-28,Active,,,0,495.85,2,No,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531169,LST0531169,AG00867,LOC0132,Apartment,3,2.5,1427,0,1906,359100.0,2026-07-28,Active,,,0,103.38,3,Yes,No,2026-07-28,2026-07-28
INSERT,2026-07-28T00:00:00,2026-07-28,PT0531170,LST0531170,AG00252,LOC0221,Multi-Family,6,1.5,4250,3215,1991,1112000.0,2026-07-28,Active,,,0,0.0,0,No,Yes,2026-07-28,2026-07-28
