operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546342,LST0546342,AG02328,LOC0035,Single Family,4,3.5,1850,2280,1987,296800.0,2026-08-10,Active,,,0,0.0,1,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546343,LST0546343,AG00784,LOC0109,Multi-Family,3,2.5,4028,3132,2019,2216400.0,2026-08-10,Active,,,0,0.0,0,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546344,LST0546344,AG02204,LOC0216,Condo,2,4.0,3348,10398,2018,748500.0,2026-08-10,Active,,,0,495.64,1,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546345,LST0546345,AG02007,LOC0114,Condo,5,1.0,1412,3132,2010,388200.0,2026-08-10,Active,,,0,257.78,0,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546346,LST0546346,AG02197,LOC0151,Single Family,3,2.5,2825,3945,2012,728400.0,2026-08-10,Active,,,0,0.0,1,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546347,LST0546347,AG02657,LOC0115,Single Family,5,1.0,1768,2954,1930,166000.0,2026-08-10,Active,,,0,0.0,0,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546348,LST0546348,AG00333,LOC0248,Single Family,3,1.0,710,3914,2001,78800.0,2026-08-10,Active,,,0,0.0,3,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546349,LST0546349,AG02787,LOC0134,Condo,2,2.0,2052,2433,1948,1318600.0,2026-08-10,Active,,,0,359.79,3,Yes,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546350,LST0546350,AG02205,LOC0124,Townhouse,6,1.0,2146,1937,1980,695900.0,2026-08-10,Active,,,0,629.97,0,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546351,LST0546351,AG01404,LOC0012,Townhouse,1,3.5,2739,3593,1948,1596800.0,2026-08-10,Active,,,0,462.19,3,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546352,LST0546352,AG01984,LOC0244,Land,0,0.0,5168,9365,1976,691200.0,2026-08-10,Active,,,0,0.0,0,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546353,LST0546353,AG00198,LOC0189,Apartment,1,3.0,1081,0,1943,472800.0,2026-08-10,Active,,,0,235.94,1,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546354,LST0546354,AG01657,LOC0103,Land,0,0.0,3832,8068,1958,475400.0,2026-08-10,Active,,,0,0.0,0,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546355,LST0546355,AG01614,LOC0023,Single Family,5,3.0,1729,6037,1923,294100.0,2026-08-10,Active,,,0,0.0,3,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546356,LST0546356,AG01462,LOC0184,Condo,6,2.5,2148,3995,1974,917600.0,2026-08-10,Active,,,0,530.59,3,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546357,LST0546357,AG01443,LOC0048,Single Family,3,2.5,2366,2111,2015,1058300.0,2026-08-10,Active,,,0,0.0,1,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546358,LST0546358,AG00289,LOC0071,Condo,5,4.5,3845,10737,1966,1820700.0,2026-08-10,Active,,,0,324.67,2,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546359,LST0546359,AG02421,LOC0163,Apartment,1,1.0,1317,0,1920,203500.0,2026-08-10,Active,,,0,186.22,3,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546360,LST0546360,AG00262,LOC0155,Condo,5,4.0,3021,1726,2002,846400.0,2026-08-10,Active,,,0,181.69,2,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546361,LST0546361,AG00055,LOC0081,Single Family,3,4.5,2706,1476,1983,1051300.0,2026-08-10,Active,,,0,0.0,0,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546362,LST0546362,AG00687,LOC0148,Apartment,6,1.5,1045,0,1986,68100.0,2026-08-10,Active,,,0,474.68,3,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546363,LST0546363,AG01817,LOC0221,Multi-Family,2,3.0,1373,1192,1985,457000.0,2026-08-10,Active,,,0,0.0,3,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546364,LST0546364,AG00766,LOC0115,Condo,3,2.0,1562,2073,1960,215800.0,2026-08-10,Active,,,0,758.74,1,Yes,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546365,LST0546365,AG01283,LOC0227,Townhouse,3,2.5,2671,3616,1932,528400.0,2026-08-10,Active,,,0,623.16,2,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546366,LST0546366,AG02312,LOC0250,Condo,3,2.5,2208,1482,1983,505600.0,2026-08-10,Active,,,0,594.56,3,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546367,LST0546367,AG00302,LOC0008,Single Family,1,3.0,513,1759,1990,30900.0,2026-08-10,Active,,,0,0.0,1,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546368,LST0546368,AG00700,LOC0104,Condo,3,4.5,1896,4280,1905,259900.0,2026-08-10,Active,,,0,455.37,2,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546369,LST0546369,AG02908,LOC0161,Apartment,2,2.5,1464,0,1950,948400.0,2026-08-10,Active,,,0,417.49,0,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546370,LST0546370,AG02692,LOC0030,Multi-Family,1,3.5,4194,2368,2020,1227700.0,2026-08-10,Active,,,0,0.0,3,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546371,LST0546371,AG01200,LOC0029,Townhouse,3,3.0,2364,9150,1905,878900.0,2026-08-10,Active,,,0,675.44,2,No,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546372,LST0546372,AG00188,LOC0043,Townhouse,3,4.5,1244,2159,2012,229200.0,2026-08-10,Active,,,0,761.61,0,Yes,No,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546373,LST0546373,AG00056,LOC0040,Single Family,6,3.0,2446,2213,1980,1248900.0,2026-08-10,Active,,,0,0.0,2,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546374,LST0546374,AG01325,LOC0208,Single Family,1,3.5,701,6569,2008,116400.0,2026-08-10,Active,,,0,0.0,2,No,Yes,2026-08-10,2026-08-10
INSERT,2026-08-10T00:00:00,2026-08-10,PT0546375,LST0546375,AG00907,LOC0126,Townhouse,1,1.5,3044,7527,1902,880200.0,2026-08-10,Active,,,0,91.04,1,No,No,2026-08-10,2026-08-10
