operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556709,LST0556709,AG01884,LOC0140,Single Family,4,4.0,536,19752,2023,346800.0,2026-08-20,Active,,,0,0.0,3,No,Yes,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556710,LST0556710,AG01325,LOC0123,Single Family,5,4.5,1598,4284,1996,287600.0,2026-08-20,Active,,,0,0.0,0,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556711,LST0556711,AG00988,LOC0120,Condo,6,2.5,529,2288,1930,236500.0,2026-08-20,Active,,,0,795.45,0,Yes,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556712,LST0556712,AG02722,LOC0040,Single Family,4,1.5,926,5448,2004,333400.0,2026-08-20,Active,,,0,0.0,1,No,Yes,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556713,LST0556713,AG00928,LOC0052,Single Family,2,3.5,1346,1163,2018,168900.0,2026-08-20,Active,,,0,0.0,0,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556714,LST0556714,AG01470,LOC0045,Single Family,2,2.0,1312,2145,2024,363800.0,2026-08-20,Active,,,0,0.0,1,Yes,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556715,LST0556715,AG01780,LOC0156,Single Family,2,1.0,2178,4708,1971,827400.0,2026-08-20,Active,,,0,0.0,1,No,Yes,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556716,LST0556716,AG00470,LOC0018,Single Family,6,3.0,1763,1122,1935,514300.0,2026-08-20,Active,,,0,0.0,3,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556717,LST0556717,AG00638,LOC0120,Townhouse,4,1.5,2640,2140,1978,1186400.0,2026-08-20,Active,,,0,168.87,2,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556718,LST0556718,AG02620,LOC0075,Townhouse,6,1.0,1275,6348,2020,152000.0,2026-08-20,Active,,,0,451.38,2,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556719,LST0556719,AG00535,LOC0241,Single Family,3,3.0,1628,2182,1938,136400.0,2026-08-20,Active,,,0,0.0,2,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556720,LST0556720,AG00551,LOC0124,Condo,1,3.5,1260,2389,1902,343600.0,2026-08-20,Active,,,0,555.52,2,Yes,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556721,LST0556721,AG00823,LOC0143,Condo,5,1.5,1221,15386,1904,205500.0,2026-08-20,Active,,,0,504.24,0,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556722,LST0556722,AG01217,LOC0133,Single Family,4,2.0,730,4126,2006,111300.0,2026-08-20,Active,,,0,0.0,3,No,Yes,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556723,LST0556723,AG02027,LOC0023,Condo,6,4.0,1309,9174,1906,395000.0,2026-08-20,Active,,,0,272.07,0,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556724,LST0556724,AG02617,LOC0241,Multi-Family,4,1.5,4785,1142,1939,792200.0,2026-08-20,Active,,,0,0.0,2,No,No,2026-08-20,2026-08-20
INSERT,2026-08-20T00:00:00,2026-08-20,PT0556725,LST0556725,AG02769,LOC0240,Single Family,2,4.0,1556,5005,1913,716200.0,2026-08-20,Active,,,0,0.0,2,No,Yes,2026-08-20,2026-08-20
