operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551104,LST0551104,AG01029,LOC0006,Single Family,2,2.5,300,2842,1994,45900.0,2026-08-15,Active,,,0,0.0,3,No,Yes,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551105,LST0551105,AG02500,LOC0140,Single Family,6,2.5,1940,1446,1913,648500.0,2026-08-15,Active,,,0,0.0,2,No,No,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551106,LST0551106,AG00063,LOC0041,Land,0,0.0,5025,27402,1992,1822100.0,2026-08-15,Active,,,0,0.0,0,No,No,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551107,LST0551107,AG02072,LOC0215,Condo,3,4.0,2107,5159,1909,1153400.0,2026-08-15,Active,,,0,312.18,2,No,No,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551108,LST0551108,AG01341,LOC0149,Condo,3,2.5,2059,9699,1969,525700.0,2026-08-15,Active,,,0,703.33,1,No,No,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551109,LST0551109,AG00086,LOC0188,Multi-Family,5,1.0,1958,2959,1986,474000.0,2026-08-15,Active,,,0,0.0,1,Yes,No,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551110,LST0551110,AG02683,LOC0019,Single Family,2,2.5,2028,1316,1937,415600.0,2026-08-15,Active,,,0,0.0,1,No,No,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551111,LST0551111,AG01355,LOC0182,Multi-Family,5,4.0,4916,1407,1917,2038100.0,2026-08-15,Active,,,0,0.0,1,No,No,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551112,LST0551112,AG02052,LOC0019,Multi-Family,5,1.0,5192,2937,1995,1005200.0,2026-08-15,Active,,,0,0.0,1,No,Yes,2026-08-15,2026-08-15
INSERT,2026-08-15T00:00:00,2026-08-15,PT0551113,LST0551113,AG00428,LOC0063,Single Family,6,4.0,311,4331,2003,124200.0,2026-08-15,Active,,,0,0.0,2,No,Yes,2026-08-15,2026-08-15
