operation_type,cdc_timestamp,batch_date,property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566165,LST0566165,AG00495,LOC0225,Townhouse,5,1.5,1314,2237,1901,380400.0,2026-08-28,Active,,,0,638.15,1,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566166,LST0566166,AG00015,LOC0126,Single Family,1,2.0,1497,9468,1948,306200.0,2026-08-28,Active,,,0,0.0,2,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566167,LST0566167,AG00334,LOC0035,Single Family,2,4.0,1020,3123,1921,210800.0,2026-08-28,Active,,,0,0.0,3,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566168,LST0566168,AG01499,LOC0112,Condo,6,1.5,1022,4393,2020,92000.0,2026-08-28,Active,,,0,438.08,2,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566169,LST0566169,AG02578,LOC0164,Single Family,6,4.0,1371,2081,1936,161700.0,2026-08-28,Active,,,0,0.0,2,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566170,LST0566170,AG00912,LOC0110,Condo,2,2.5,1449,1638,1911,307000.0,2026-08-28,Active,,,0,528.87,1,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566171,LST0566171,AG02856,LOC0150,Apartment,6,2.0,546,0,1967,171200.0,2026-08-28,Active,,,0,464.93,3,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566172,LST0566172,AG02288,LOC0067,Multi-Family,4,4.5,4275,8714,1996,546800.0,2026-08-28,Active,,,0,0.0,3,Yes,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566173,LST0566173,AG02541,LOC0133,Single Family,4,3.5,2288,2992,2014,441000.0,2026-08-28,Active,,,0,0.0,3,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566174,LST0566174,AG00149,LOC0106,Single Family,2,2.5,1830,3537,2002,548500.0,2026-08-28,Active,,,0,0.0,3,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566175,LST0566175,AG01494,LOC0203,Apartment,3,2.5,1294,0,1943,172900.0,2026-08-28,Active,,,0,194.37,3,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566176,LST0566176,AG02822,LOC0116,Townhouse,2,4.0,1346,3603,2009,524800.0,2026-08-28,Active,,,0,614.85,1,Yes,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566177,LST0566177,AG02174,LOC0231,Land,0,0.0,6371,9695,1930,986700.0,2026-08-28,Active,,,0,0.0,0,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566178,LST0566178,AG00261,LOC0208,Single Family,2,3.0,2691,6551,1939,770600.0,2026-08-28,Active,,,0,0.0,0,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566179,LST0566179,AG00566,LOC0097,Condo,2,1.0,2186,13562,1975,298700.0,2026-08-28,Active,,,0,61.84,3,Yes,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566180,LST0566180,AG01372,LOC0194,Condo,6,1.0,1088,2234,2008,449900.0,2026-08-28,Active,,,0,701.51,0,Yes,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566181,LST0566181,AG00606,LOC0084,Single Family,2,4.0,981,6685,2009,523700.0,2026-08-28,Active,,,0,0.0,2,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566182,LST0566182,AG02391,LOC0164,Land,0,0.0,6336,3014,1953,1216000.0,2026-08-28,Active,,,0,0.0,0,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566183,LST0566183,AG01049,LOC0051,Townhouse,5,2.5,2293,9956,2021,298200.0,2026-08-28,Active,,,0,696.61,2,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566184,LST0566184,AG02165,LOC0018,Condo,6,1.0,3314,1593,1918,1450600.0,2026-08-28,Active,,,0,707.89,1,Yes,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566185,LST0566185,AG02334,LOC0094,Single Family,6,3.5,1497,1078,1916,375600.0,2026-08-28,Active,,,0,0.0,0,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566186,LST0566186,AG02757,LOC0067,Multi-Family,3,4.0,2712,11203,1916,371500.0,2026-08-28,Active,,,0,0.0,2,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566187,LST0566187,AG01262,LOC0005,Single Family,6,4.0,708,1571,1908,196600.0,2026-08-28,Active,,,0,0.0,2,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566188,LST0566188,AG00865,LOC0099,Townhouse,2,2.5,2289,7634,1927,1214300.0,2026-08-28,Active,,,0,283.84,3,Yes,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566189,LST0566189,AG02499,LOC0011,Townhouse,1,1.5,2426,4551,1917,816700.0,2026-08-28,Active,,,0,397.44,3,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566190,LST0566190,AG01112,LOC0228,Condo,5,4.5,1569,3582,1945,701700.0,2026-08-28,Active,,,0,485.6,3,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566191,LST0566191,AG00496,LOC0084,Single Family,5,4.5,2321,13474,2018,1036900.0,2026-08-28,Active,,,0,0.0,3,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566192,LST0566192,AG01618,LOC0220,Single Family,5,1.0,1373,11588,1984,292700.0,2026-08-28,Active,,,0,0.0,2,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566193,LST0566193,AG00959,LOC0040,Single Family,6,2.0,1484,2277,1934,1026100.0,2026-08-28,Active,,,0,0.0,2,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566194,LST0566194,AG01509,LOC0109,Single Family,4,2.5,886,6119,2012,332000.0,2026-08-28,Active,,,0,0.0,0,Yes,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566195,LST0566195,AG02969,LOC0164,Single Family,1,4.0,1940,2474,1942,496200.0,2026-08-28,Active,,,0,0.0,3,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566196,LST0566196,AG01269,LOC0224,Apartment,2,3.0,1956,0,1956,834000.0,2026-08-28,Active,,,0,507.31,1,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566197,LST0566197,AG01337,LOC0026,Land,0,0.0,1071,9241,2015,286500.0,2026-08-28,Active,,,0,0.0,0,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566198,LST0566198,AG02339,LOC0018,Single Family,3,1.0,1732,1417,2015,738200.0,2026-08-28,Active,,,0,0.0,3,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566199,LST0566199,AG01022,LOC0070,Single Family,2,2.5,1720,3655,1901,240200.0,2026-08-28,Active,,,0,0.0,2,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566200,LST0566200,AG00540,LOC0101,Condo,2,1.5,1331,7570,1949,354800.0,2026-08-28,Active,,,0,618.37,0,Yes,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566201,LST0566201,AG02169,LOC0169,Condo,2,1.5,1871,2193,1985,816400.0,2026-08-28,Active,,,0,110.84,0,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566202,LST0566202,AG00788,LOC0157,Single Family,6,4.5,2470,2202,1993,866700.0,2026-08-28,Active,,,0,0.0,0,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566203,LST0566203,AG01354,LOC0131,Single Family,3,1.0,300,2141,1998,82000.0,2026-08-28,Active,,,0,0.0,0,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566204,LST0566204,AG01005,LOC0055,Single Family,1,2.0,2406,9165,1902,555700.0,2026-08-28,Active,,,0,0.0,3,No,Yes,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566205,LST0566205,AG00691,LOC0135,Condo,3,3.5,2751,6894,1973,759000.0,2026-08-28,Active,,,0,516.41,1,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566206,LST0566206,AG00090,LOC0129,Single Family,2,4.5,1125,3407,2003,360000.0,2026-08-28,Active,,,0,0.0,2,No,No,2026-08-28,2026-08-28
INSERT,2026-08-28T00:00:00,2026-08-28,PT0566207,LST0566207,AG00880,LOC0011,Condo,2,2.5,3086,10608,1995,1341600.0,2026-08-28,Active,,,0,159.53,0,No,No,2026-08-28,2026-08-28
